Padstack Used	Location
ack name in the Bounding Box drawn in the mitikas.mcm file are listed below.
Padstack Used	Location
13728.	"L06-L07"	(10355.0 645.0)
13729.	"L04-L05"	(10355.0 645.0)
13730.	"L08-L09"	(10295.0 685.0)
13731.	"L09-L10"	(10230.0 770.0)
13732.	"L04-L05"	(12500.0 -15705.06)
13733.	"L07-L08"	(12408.08 -15761.63)
13734.	"SMALL_PTH"	(12500.0 -15500.0)
13735.	"L06-L07"	(12500.0 -15705.06)
13736.	"L09-L10"	(11881.84 -16500.0)
13737.	"L07-L08"	(11238.37 -16408.08)
13738.	"L06-L07"	(11294.94 -16500.0)
13739.	"L01-L02"	(11571.42 -16776.48)
13740.	"L03-L04"	(11571.42 -16776.48)
13741.	"L02-L03"	(11500.0 -16705.06)
13742.	"L04-L05"	(11500.0 -16705.06)
13743.	"L02-L03"	(11294.94 -16500.0)
13744.	"L03-L04"	(11366.36 -16571.42)
13745.	"L01-L02"	(11366.36 -16571.42)
13746.	"L04-L05"	(11294.94 -16500.0)
13747.	"L07-L08"	(11408.08 -16761.63)
13748.	"L08-L09"	(11514.14 -16775.77)
13749.	"L09-L10"	(11500.0 -16881.84)
13750.	"L07-L08"	(11761.63 -16591.92)
13751.	"L08-L09"	(11779.31 -16489.39)
13752.	"L06-L07"	(11705.06 -16500.0)
13753.	"L04-L05"	(11500.0 -16294.94)
13754.	"L02-L03"	(11500.0 -16294.94)
13755.	"L01-L02"	(11571.42 -16366.36)
13756.	"L03-L04"	(11571.42 -16366.36)
13757.	"L02-L03"	(11705.06 -16500.0)
13758.	"L04-L05"	(11705.06 -16500.0)
13759.	"L03-L04"	(11776.48 -16571.42)
13760.	"L01-L02"	(11776.48 -16571.42)
13761.	"SMALL_PTH"	(11500.0 -16500.0)
13762.	"L09-L10"	(11500.0 -16118.16)
13763.	"L08-L09"	(11489.39 -16220.69)
13764.	"L06-L07"	(11500.0 -16294.94)
13765.	"L07-L08"	(11591.92 -16238.37)
13766.	"L06-L07"	(11500.0 -16705.06)
13767.	"L08-L09"	(11220.69 -16510.61)
13768.	"L07-L08"	(11408.08 -15761.63)
13769.	"L08-L09"	(11514.14 -15775.77)
13770.	"L09-L10"	(11500.0 -15881.84)
13771.	"L07-L08"	(12238.37 -16408.08)
13772.	"L07-L08"	(12408.08 -16761.63)
13773.	"L09-L10"	(12118.16 -16500.0)
13774.	"L08-L09"	(12220.69 -16510.61)
13775.	"L01-L02"	(11776.48 -14571.42)
13776.	"L02-L03"	(11705.06 -14500.0)
13777.	"L01-L02"	(11571.42 -14366.36)
13778.	"L03-L04"	(11571.42 -14366.36)
13779.	"L01-L02"	(11366.36 -14571.42)
13780.	"L02-L03"	(11294.94 -14500.0)
13781.	"L06-L07"	(11500.0 -14294.94)
13782.	"L03-L04"	(11366.36 -14571.42)
13783.	"L04-L05"	(11294.94 -14500.0)
13784.	"L07-L08"	(11761.63 -14591.92)
13785.	"L08-L09"	(11779.31 -14489.39)
13786.	"L04-L05"	(11705.06 -14500.0)
13787.	"L03-L04"	(11776.48 -14571.42)
13788.	"SMALL_PTH"	(11500.0 -14500.0)
13789.	"L06-L07"	(11500.0 -14705.06)
13790.	"L04-L05"	(11500.0 -14294.94)
13791.	"L06-L07"	(11705.06 -14500.0)
13792.	"L04-L05"	(11500.0 -14705.06)
13793.	"L03-L04"	(11571.42 -14776.48)
13794.	"L02-L03"	(11500.0 -14705.06)
13795.	"L01-L02"	(11571.42 -14776.48)
13796.	"L06-L07"	(11294.94 -14500.0)
13797.	"L07-L08"	(11238.37 -14408.08)
13798.	"L08-L09"	(11220.69 -14510.61)
13799.	"L09-L10"	(11881.84 -14500.0)
13800.	"L09-L10"	(12118.16 -15500.0)
13801.	"L07-L08"	(12238.37 -15408.08)
13802.	"L06-L07"	(12294.94 -15500.0)
13803.	"L02-L03"	(12294.94 -15500.0)
13804.	"L03-L04"	(12366.36 -15571.42)
13805.	"L01-L02"	(12366.36 -15571.42)
13806.	"L04-L05"	(12294.94 -15500.0)
13807.	"L04-L05"	(12500.0 -15294.94)
13808.	"L06-L07"	(12500.0 -15294.94)
13809.	"L08-L09"	(12220.69 -15510.61)
13810.	"L07-L08"	(11408.08 -14761.63)
13811.	"L08-L09"	(11514.14 -14775.77)
13812.	"L09-L10"	(11500.0 -14881.84)
13813.	"L09-L10"	(11881.84 -15500.0)
13814.	"L08-L09"	(11779.31 -15489.39)
13815.	"L09-L10"	(11500.0 -15118.16)
13816.	"L08-L09"	(11489.39 -15220.69)
13817.	"L07-L08"	(11761.63 -15591.92)
13818.	"L07-L08"	(11238.37 -15408.08)
13819.	"L08-L09"	(11220.69 -15510.61)
13820.	"L07-L08"	(11591.92 -15238.37)
13821.	"L06-L07"	(12355.0 -14355.0)
13822.	"L09-L10"	(12230.0 -14770.0)
13823.	"L08-L09"	(12315.0 -14705.0)
13824.	"L06-L07"	(12355.0 -14645.0)
13825.	"L07-L08"	(12250.0 -14620.0)
13826.	"L08-L10"	(12274.0 -13981.0)
13827.	"L02-L03"	(11500.0 -14294.94)
13828.	"L08-L09"	(11489.39 -14220.69)
13829.	"L07-L08"	(11591.92 -14238.37)
13830.	"L09-L10"	(12118.16 -13500.0)
13831.	"L07-L08"	(12238.37 -13408.08)
13832.	"L06-L07"	(12294.94 -13500.0)
13833.	"L04-L05"	(12500.0 -13705.06)
13834.	"L02-L03"	(12294.94 -13500.0)
13835.	"L03-L04"	(12366.36 -13571.42)
13836.	"L01-L02"	(12366.36 -13571.42)
13837.	"L04-L05"	(12294.94 -13500.0)
13838.	"L07-L08"	(12408.08 -13761.63)
13839.	"L04-L05"	(12500.0 -13294.94)
13840.	"SMALL_PTH"	(12500.0 -13500.0)
13841.	"L06-L07"	(12500.0 -13294.94)
13842.	"L06-L07"	(12500.0 -13705.06)
13843.	"L08-L09"	(12220.69 -13510.61)
13844.	"L09-L10"	(11500.0 -14118.16)
13845.	"L09-L10"	(11881.84 -13500.0)
13846.	"L08-L09"	(11779.31 -13489.39)
13847.	"L09-L10"	(11500.0 -13118.16)
13848.	"L08-L09"	(11489.39 -13220.69)
13849.	"L07-L08"	(11761.63 -13591.92)
13850.	"L06-L07"	(11705.06 -13500.0)
13851.	"L03-L04"	(11571.42 -13366.36)
13852.	"L04-L05"	(11500.0 -13294.94)
13853.	"L03-L04"	(11366.36 -13571.42)
13854.	"L03-L04"	(11571.42 -13776.48)
13855.	"L07-L08"	(11238.37 -13408.08)
13856.	"L06-L07"	(11294.94 -13500.0)
13857.	"L04-L05"	(11294.94 -13500.0)
13858.	"SMALL_PTH"	(11500.0 -13500.0)
13859.	"L04-L05"	(11500.0 -13705.06)
13860.	"L07-L08"	(11408.08 -13761.63)
13861.	"L06-L07"	(11500.0 -13705.06)
13862.	"L08-L09"	(11514.14 -13775.77)
13863.	"L09-L10"	(11500.0 -13881.84)
13864.	"L08-L09"	(11220.69 -13510.61)
13865.	"L03-L04"	(11776.48 -13571.42)
13866.	"L04-L05"	(11705.06 -13500.0)
13867.	"L07-L08"	(11591.92 -13238.37)
13868.	"L06-L07"	(11500.0 -13294.94)
13869.	"L09-L10"	(12230.0 -14230.0)
13870.	"L08-L09"	(12295.0 -14310.0)
13871.	"L07-L08"	(12380.0 -14250.0)
13872.	"L01-L02"	(11675.0 -12975.0)
13873.	"L08-L10"	(12263.0 -13028.0)
13874.	"L08-L09"	(12310.0 -12705.0)
13875.	"L07-L08"	(12380.0 -12250.0)
13876.	"L08-L09"	(12295.0 -12310.0)
13877.	"L09-L10"	(12230.0 -12230.0)
13878.	"L07-L08"	(12250.0 -12620.0)
13879.	"L09-L10"	(12230.0 -12770.0)
13880.	"L03-L04"	(11746.0 -12645.0)
13881.	"L02-L03"	(11745.0 -12494.0)
13882.	"L04-L05"	(11645.0 -12645.0)
13883.	"SMALL_PTH"	(11500.0 -12500.0)
13884.	"L06-L07"	(11645.0 -12645.0)
13885.	"L07-L08"	(11620.0 -12750.0)
13886.	"L08-L09"	(11705.0 -12685.0)
13887.	"L09-L10"	(11770.0 -12770.0)
13888.	"SMALL_PTH"	(11500.0 -11500.0)
13889.	"L07-L08"	(11620.0 -11750.0)
13890.	"L09-L10"	(11770.0 -11770.0)
13891.	"SMALL_PTH"	(12500.0 -11500.0)
13892.	"L04-L05"	(11870.0 -11325.0)
13893.	"L04-L05"	(12335.0 -10885.0)
13894.	"L04-L05"	(12170.0 -10400.0)
13895.	"L04-L05"	(11645.0 -11645.0)
13896.	"L06-L07"	(11645.0 -11645.0)
13897.	"L08-L09"	(11705.0 -11685.0)
13898.	"L04-L05"	(11280.0 -10442.0)
13899.	"SMALL_PTH"	(11500.0 -10500.0)
13900.	"L06-L07"	(11645.0 -10645.0)
13901.	"L07-L08"	(11620.0 -10750.0)
13902.	"L08-L09"	(11705.0 -10685.0)
13903.	"L09-L10"	(11770.0 -10770.0)
13904.	"SMALL_PTH"	(12500.0 -10500.0)
13905.	"L04-L05"	(11620.0 -9940.0)
13906.	"L03-L04"	(11746.0 -9645.0)
13907.	"L02-L03"	(11645.0 -9645.0)
13908.	"L04-L05"	(11645.0 -9645.0)
13909.	"SMALL_PTH"	(11500.0 -9500.0)
13910.	"L06-L07"	(11645.0 -9645.0)
13911.	"L07-L08"	(11620.0 -9750.0)
13912.	"L08-L09"	(11705.0 -9685.0)
13913.	"L09-L10"	(11770.0 -9770.0)
13914.	"SMALL_PTH"	(12500.0 -9500.0)
13915.	"L04-L05"	(11430.0 -7975.0)
13916.	"L08-L10"	(12136.0 -8273.0)
13917.	"L08-L10"	(11956.0 -8543.0)
13918.	"L03-L04"	(11746.0 -8645.0)
13919.	"L02-L03"	(11645.0 -8645.0)
13920.	"L04-L05"	(11645.0 -8645.0)
13921.	"SMALL_PTH"	(11500.0 -8500.0)
13922.	"L06-L07"	(11645.0 -8645.0)
13923.	"L07-L08"	(11620.0 -8750.0)
13924.	"L08-L09"	(11705.0 -8685.0)
13925.	"L09-L10"	(11770.0 -8770.0)
13926.	"SMALL_PTH"	(12500.0 -8500.0)
13927.	"L04-L05"	(11795.0 -7000.0)
13928.	"L04-L05"	(12355.0 -7645.0)
13929.	"SMALL_PTH"	(12500.0 -7500.0)
13930.	"L06-L07"	(12355.0 -7645.0)
13931.	"L07-L08"	(12250.0 -7620.0)
13932.	"L08-L09"	(12315.0 -7705.0)
13933.	"L09-L10"	(12230.0 -7770.0)
13934.	"L03-L04"	(11746.0 -7645.0)
13935.	"L02-L03"	(11645.0 -7645.0)
13936.	"L04-L05"	(11645.0 -7645.0)
13937.	"SMALL_PTH"	(11500.0 -7500.0)
13938.	"L06-L07"	(11645.0 -7645.0)
13939.	"L07-L08"	(11620.0 -7750.0)
13940.	"L08-L09"	(11705.0 -7685.0)
13941.	"L09-L10"	(11770.0 -7770.0)
13942.	"L03-L04"	(12401.0 -6794.0)
13943.	"L02-L03"	(12355.0 -6645.0)
13944.	"SMALL_PTH"	(12500.0 -6500.0)
13945.	"L06-L07"	(12355.0 -6645.0)
13946.	"L07-L08"	(12250.0 -6620.0)
13947.	"L08-L09"	(12315.0 -6705.0)
13948.	"L09-L10"	(12230.0 -6770.0)
13949.	"L04-L05"	(11230.0 -6245.0)
13950.	"L04-L05"	(11995.0 -5855.0)
13951.	"L04-L05"	(12405.0 -5935.0)
13952.	"L06-L07"	(11355.0 -5355.0)
13953.	"L03-L04"	(11355.0 -5746.0)
13954.	"L04-L05"	(11355.0 -5645.0)
13955.	"L03-L04"	(11355.0 -5456.0)
13956.	"L04-L05"	(11355.0 -5355.0)
13957.	"L07-L08"	(11250.0 -5620.0)
13958.	"L08-L09"	(11315.0 -5705.0)
13959.	"L09-L10"	(11230.0 -5770.0)
13960.	"L04-L05"	(11645.0 -5355.0)
13961.	"L03-L04"	(11645.0 -5456.0)
13962.	"L04-L05"	(11645.0 -5645.0)
13963.	"L03-L04"	(11645.0 -5746.0)
13964.	"SMALL_PTH"	(11500.0 -5500.0)
13965.	"L07-L08"	(11620.0 -5750.0)
13966.	"L08-L09"	(11705.0 -5690.0)
13967.	"L09-L10"	(11770.0 -5770.0)
13968.	"L08-L09"	(11690.0 -5295.0)
13969.	"L06-L07"	(11645.0 -5645.0)
13970.	"L06-L07"	(11645.0 -5355.0)
13971.	"L07-L08"	(11750.0 -5380.0)
13972.	"L06-L07"	(11355.0 -5645.0)
13973.	"L08-L09"	(11295.0 -5310.0)
13974.	"L09-L10"	(12230.0 -5770.0)
13975.	"L08-L09"	(12315.0 -5705.0)
13976.	"L08-L09"	(11685.0 -6295.0)
13977.	"L09-L10"	(11770.0 -6230.0)
13978.	"L04-L05"	(12075.0 -4840.0)
13979.	"L04-L05"	(11290.0 -4130.0)
13980.	"L08-L10"	(12035.0 -5013.0)
13981.	"L04-L05"	(12265.0 -4120.0)
13982.	"L04-L05"	(12080.0 -4490.0)
13983.	"L09-L10"	(11230.0 -5230.0)
13984.	"L07-L08"	(11380.0 -5250.0)
13985.	"L09-L10"	(11770.0 -5230.0)
13986.	"L07-L08"	(12380.0 -4250.0)
13987.	"SMALL_PTH"	(12500.0 -4500.0)
13988.	"L06-L07"	(12355.0 -4355.0)
13989.	"L04-L05"	(12355.0 -4355.0)
13990.	"L08-L09"	(12295.0 -4315.0)
13991.	"L09-L10"	(12230.0 -4230.0)
13992.	"L07-L08"	(11250.0 -4620.0)
13993.	"SMALL_PTH"	(11500.0 -4500.0)
13994.	"L06-L07"	(11355.0 -4645.0)
13995.	"L04-L05"	(11355.0 -4645.0)
13996.	"L08-L09"	(11315.0 -4705.0)
13997.	"L09-L10"	(11230.0 -4770.0)
13998.	"L04-L05"	(11280.0 -2725.0)
13999.	"L04-L05"	(12180.0 -3470.0)
14000.	"L01-L02"	(11325.0 -3575.0)
14001.	"L08-L10"	(12027.0 -2966.0)
14002.	"L04-L05"	(11370.0 -3075.0)
14003.	"L04-L05"	(12430.0 -3880.0)
14004.	"L04-L05"	(11965.0 -3665.0)
14005.	"SMALL_PTH"	(12500.0 -3500.0)
14006.	"L07-L08"	(12168.0 -3668.0)
14007.	"L06-L07"	(12315.0 -3621.0)
14008.	"L04-L05"	(12355.0 -3645.0)
14009.	"L08-L09"	(12119.0 -3790.0)
14010.	"L09-L10"	(12230.0 -3770.0)
14011.	"L07-L08"	(11750.0 -3380.0)
14012.	"SMALL_PTH"	(11500.0 -3500.0)
14013.	"L06-L07"	(11645.0 -3355.0)
14014.	"L04-L05"	(11645.0 -3355.0)
14015.	"L08-L09"	(11685.0 -3295.0)
14016.	"L09-L10"	(11770.0 -3230.0)
14017.	"L03-L04"	(12355.0 -2746.0)
14018.	"L04-L05"	(12286.0 -2657.0)
14019.	"SMALL_PTH"	(12500.0 -2500.0)
14020.	"L06-L07"	(12355.0 -2645.0)
14021.	"L08-L09"	(12368.0 -2753.0)
14022.	"L09-L10"	(12230.0 -2770.0)
14023.	"L07-L08"	(11620.0 -2750.0)
14024.	"SMALL_PTH"	(11500.0 -2500.0)
14025.	"L06-L07"	(11645.0 -2645.0)
14026.	"L04-L05"	(11645.0 -2645.0)
14027.	"L08-L09"	(11705.0 -2685.0)
14028.	"L09-L10"	(11770.0 -2770.0)
14029.	"L07-L08"	(12198.0 -3368.0)
14030.	"L06-L07"	(12198.0 -3198.0)
14031.	"SMALL_PTH"	(12000.0 -3000.0)
14032.	"L04-L05"	(12023.23 -2794.23)
14033.	"L04-L05"	(12050.0 -2510.0)
14034.	"L01-L02"	(11325.0 -1650.0)
14035.	"L08-L10"	(11995.0 -2437.0)
14036.	"L04-L05"	(11900.0 -1955.0)
14037.	"L04-L05"	(11400.0 -2080.0)
14038.	"L03-L04"	(11201.0 -2010.0)
14039.	"L02-L03"	(11201.0 -1848.0)
14040.	"L02-L03"	(12355.0 -2645.0)
14041.	"L07-L08"	(12238.0 -2667.0)
14042.	"L07-L08"	(11441.0 -1858.0)
14043.	"SMALL_PTH"	(11500.0 -1500.0)
14044.	"L06-L07"	(11520.0 -1716.0)
14045.	"L04-L05"	(11499.0 -1801.0)
14046.	"L08-L09"	(11548.0 -1941.0)
14047.	"L09-L10"	(11673.0 -1861.0)
14048.	"SMALL_PTH"	(12500.0 -1500.0)
14049.	"L06-L07"	(12355.0 -1645.0)
14050.	"L07-L08"	(12250.0 -1620.0)
14051.	"L08-L09"	(12315.0 -1705.0)
14052.	"L09-L10"	(12230.0 -1770.0)
14053.	"L03-L04"	(11887.0 -2658.0)
14054.	"L02-L03"	(11887.0 -2472.0)
14055.	"L04-L05"	(11245.0 -780.0)
14056.	"L04-L05"	(12195.0 -635.0)
14057.	"L04-L05"	(11930.0 -380.0)
14058.	"L01-L02"	(12325.0 -500.0)
14059.	"L08-L10"	(11429.0 -1052.0)
14060.	"L08-L10"	(11796.0 -1077.0)
14061.	"L08-L10"	(12106.0 -1065.0)
14062.	"L04-L05"	(11695.0 -125.0)
14063.	"L07-L08"	(12380.0 -250.0)
14064.	"SMALL_PTH"	(12500.0 -500.0)
14065.	"L06-L07"	(12355.0 -355.0)
14066.	"L04-L05"	(12170.0 -347.0)
14067.	"L08-L09"	(12295.0 -315.0)
14068.	"L09-L10"	(12230.0 -230.0)
14069.	"L07-L08"	(11380.0 -250.0)
14070.	"SMALL_PTH"	(11500.0 -500.0)
14071.	"L06-L07"	(11355.0 -355.0)
14072.	"L04-L05"	(11355.0 -355.0)
14073.	"L08-L09"	(11295.0 -315.0)
14074.	"L09-L10"	(11230.0 -230.0)
14075.	"SMALL_PTH"	(12500.0 0.0)
14076.	"L07-L08"	(11306.0 -1306.0)
14077.	"L04-L05"	(11690.0 1010.0)
14078.	"L08-L10"	(11809.0 -1.0)
14079.	"L08-L10"	(12093.0 12.0)
14080.	"L08-L10"	(11293.0 966.0)
14081.	"L08-L10"	(11284.0 -47.0)
14082.	"L03-L04"	(12254.0 645.0)
14083.	"L02-L03"	(12355.0 645.0)
14084.	"L04-L05"	(12355.0 645.0)
14085.	"SMALL_PTH"	(12500.0 500.0)
14086.	"L06-L07"	(12355.0 645.0)
14087.	"L07-L08"	(12380.0 750.0)
14088.	"L08-L09"	(12295.0 685.0)
14089.	"L09-L10"	(12230.0 770.0)
14090.	"L03-L04"	(11254.0 645.0)
14091.	"L02-L03"	(11355.0 645.0)
14092.	"L04-L05"	(11355.0 645.0)
14093.	"SMALL_PTH"	(11500.0 500.0)
14094.	"L06-L07"	(11355.0 645.0)
14095.	"L07-L08"	(11380.0 750.0)
14096.	"L08-L09"	(11295.0 685.0)
14097.	"L09-L10"	(11230.0 770.0)
14098.	"L04-L05"	(12264.0 -4.0)
14099.	"L01-L02"	(12571.42 -15776.48)
14100.	"L03-L04"	(12571.42 -15776.48)
14101.	"L02-L03"	(12500.0 -15705.06)
14102.	"L08-L09"	(12514.14 -15775.77)
14103.	"L09-L10"	(12500.0 -15881.84)
14104.	"L09-L10"	(13118.16 -16500.0)
14105.	"L07-L08"	(13238.37 -16408.08)
14106.	"L06-L07"	(13294.94 -16500.0)
14107.	"L01-L02"	(13571.42 -16776.48)
14108.	"L03-L04"	(13571.42 -16776.48)
14109.	"L02-L03"	(13500.0 -16705.06)
14110.	"L04-L05"	(13500.0 -16705.06)
14111.	"L02-L03"	(13294.94 -16500.0)
14112.	"L03-L04"	(13366.36 -16571.42)
14113.	"L01-L02"	(13366.36 -16571.42)
14114.	"L04-L05"	(13294.94 -16500.0)
14115.	"L07-L08"	(13408.08 -16761.63)
14116.	"L08-L09"	(13514.14 -16775.77)
14117.	"L09-L10"	(13500.0 -16881.84)
14118.	"L06-L07"	(13705.06 -16500.0)
14119.	"L04-L05"	(13500.0 -16294.94)
14120.	"L02-L03"	(13500.0 -16294.94)
14121.	"L01-L02"	(13571.42 -16366.36)
14122.	"L03-L04"	(13571.42 -16366.36)
14123.	"L02-L03"	(13705.06 -16500.0)
14124.	"L04-L05"	(13705.06 -16500.0)
14125.	"SMALL_PTH"	(13500.0 -16500.0)
14126.	"L09-L10"	(13500.0 -16118.16)
14127.	"L08-L09"	(13489.39 -16220.69)
14128.	"L06-L07"	(13500.0 -16294.94)
14129.	"L07-L08"	(13591.92 -16238.37)
14130.	"L06-L07"	(13500.0 -16705.06)
14131.	"L08-L09"	(13220.69 -16510.61)
14132.	"L07-L08"	(13408.08 -15761.63)
14133.	"L08-L09"	(13514.14 -15775.77)
14134.	"L09-L10"	(13500.0 -15881.84)
14135.	"L09-L10"	(12881.84 -16500.0)
14136.	"L08-L09"	(12779.31 -16489.39)
14137.	"L09-L10"	(12500.0 -16118.16)
14138.	"L08-L09"	(12489.39 -16220.69)
14139.	"L07-L08"	(12761.63 -16591.92)
14140.	"L08-L09"	(12514.14 -16775.77)
14141.	"L09-L10"	(12500.0 -16881.84)
14142.	"L07-L08"	(12591.92 -16238.37)
14143.	"L02-L03"	(13705.06 -14500.0)
14144.	"L01-L02"	(13571.42 -14366.36)
14145.	"L03-L04"	(13571.42 -14366.36)
14146.	"L01-L02"	(13366.36 -14571.42)
14147.	"L02-L03"	(13294.94 -14500.0)
14148.	"L06-L07"	(13500.0 -14294.94)
14149.	"L03-L04"	(13366.36 -14571.42)
14150.	"L04-L05"	(13294.94 -14500.0)
14151.	"L04-L05"	(13705.06 -14500.0)
14152.	"SMALL_PTH"	(13500.0 -14500.0)
14153.	"L06-L07"	(13500.0 -14705.06)
14154.	"L04-L05"	(13500.0 -14294.94)
14155.	"L06-L07"	(13705.06 -14500.0)
14156.	"L04-L05"	(13500.0 -14705.06)
14157.	"L03-L04"	(13571.42 -14776.48)
14158.	"L02-L03"	(13500.0 -14705.06)
14159.	"L01-L02"	(13571.42 -14776.48)
14160.	"L06-L07"	(13294.94 -14500.0)
14161.	"L07-L08"	(13238.37 -14408.08)
14162.	"L08-L09"	(13220.69 -14510.61)
14163.	"L09-L10"	(12881.84 -15500.0)
14164.	"L07-L08"	(12761.63 -15591.92)
14165.	"L08-L09"	(12779.31 -15489.39)
14166.	"L06-L07"	(12705.06 -15500.0)
14167.	"L02-L03"	(12500.0 -15294.94)
14168.	"L01-L02"	(12571.42 -15366.36)
14169.	"L03-L04"	(12571.42 -15366.36)
14170.	"L02-L03"	(12705.06 -15500.0)
14171.	"L04-L05"	(12705.06 -15500.0)
14172.	"L03-L04"	(12776.48 -15571.42)
14173.	"L01-L02"	(12776.48 -15571.42)
14174.	"L09-L10"	(12500.0 -15118.16)
14175.	"L08-L09"	(12489.39 -15220.69)
14176.	"L07-L08"	(12591.92 -15238.37)
14177.	"L09-L10"	(13118.16 -14500.0)
14178.	"L07-L08"	(13408.08 -14761.63)
14179.	"L08-L09"	(13514.14 -14775.77)
14180.	"L09-L10"	(13500.0 -14881.84)
14181.	"L09-L10"	(13500.0 -15118.16)
14182.	"L08-L09"	(13489.39 -15220.69)
14183.	"L07-L08"	(13238.37 -15408.08)
14184.	"L09-L10"	(13118.16 -15500.0)
14185.	"L08-L09"	(13220.69 -15510.61)
14186.	"L07-L08"	(13591.92 -15238.37)
14187.	"L07-L08"	(12750.0 -14380.0)
14188.	"L06-L07"	(12645.0 -14355.0)
14189.	"L09-L10"	(12770.0 -14770.0)
14190.	"L07-L08"	(12620.0 -14750.0)
14191.	"L06-L07"	(12645.0 -14645.0)
14192.	"L08-L09"	(12705.0 -14690.0)
14193.	"L02-L03"	(13500.0 -14294.94)
14194.	"L08-L09"	(13489.39 -14220.69)
14195.	"L07-L08"	(13591.92 -14238.37)
14196.	"L09-L10"	(12881.84 -13500.0)
14197.	"L01-L02"	(12571.42 -13776.48)
14198.	"L03-L04"	(12571.42 -13776.48)
14199.	"L02-L03"	(12500.0 -13705.06)
14200.	"L08-L09"	(12514.14 -13775.77)
14201.	"L09-L10"	(12500.0 -13881.84)
14202.	"L07-L08"	(12761.63 -13591.92)
14203.	"L08-L09"	(12779.31 -13489.39)
14204.	"L06-L07"	(12705.06 -13500.0)
14205.	"L02-L03"	(12500.0 -13294.94)
14206.	"L01-L02"	(12571.42 -13366.36)
14207.	"L03-L04"	(12571.42 -13366.36)
14208.	"L02-L03"	(12705.06 -13500.0)
14209.	"L04-L05"	(12705.06 -13500.0)
14210.	"L03-L04"	(12776.48 -13571.42)
14211.	"L01-L02"	(12776.48 -13571.42)
14212.	"L09-L10"	(12500.0 -13118.16)
14213.	"L08-L09"	(12489.39 -13220.69)
14214.	"L07-L08"	(12591.92 -13238.37)
14215.	"L09-L10"	(13500.0 -14118.16)
14216.	"L09-L10"	(13500.0 -13118.16)
14217.	"L08-L09"	(13489.39 -13220.69)
14218.	"L06-L07"	(13705.06 -13500.0)
14219.	"L03-L04"	(13571.42 -13366.36)
14220.	"L04-L05"	(13500.0 -13294.94)
14221.	"L03-L04"	(13366.36 -13571.42)
14222.	"L03-L04"	(13571.42 -13776.48)
14223.	"L07-L08"	(13238.37 -13408.08)
14224.	"L06-L07"	(13294.94 -13500.0)
14225.	"L04-L05"	(13294.94 -13500.0)
14226.	"SMALL_PTH"	(13500.0 -13500.0)
14227.	"L04-L05"	(13500.0 -13705.06)
14228.	"L07-L08"	(13408.08 -13761.63)
14229.	"L06-L07"	(13500.0 -13705.06)
14230.	"L08-L09"	(13514.14 -13775.77)
14231.	"L09-L10"	(13500.0 -13881.84)
14232.	"L09-L10"	(13118.16 -13500.0)
14233.	"L08-L09"	(13220.69 -13510.61)
14234.	"L04-L05"	(13705.06 -13500.0)
14235.	"L07-L08"	(13591.92 -13238.37)
14236.	"L06-L07"	(13500.0 -13294.94)
14237.	"L09-L10"	(12770.0 -14230.0)
14238.	"L08-L09"	(12690.0 -14295.0)
14239.	"L01-L02"	(12475.0 -12125.0)
14240.	"L09-L10"	(13230.0 -12770.0)
14241.	"L07-L08"	(13250.0 -12620.0)
14242.	"L06-L07"	(13355.0 -12645.0)
14243.	"L02-L03"	(13645.0 -12645.0)
14244.	"L04-L05"	(13645.0 -12645.0)
14245.	"L02-L03"	(13355.0 -12645.0)
14246.	"L03-L04"	(13456.0 -12645.0)
14247.	"L01-L02"	(13456.0 -12645.0)
14248.	"L04-L05"	(13355.0 -12645.0)
14249.	"L07-L08"	(13620.0 -12750.0)
14250.	"L08-L09"	(13705.0 -12685.0)
14251.	"L04-L05"	(13355.0 -12355.0)
14252.	"L02-L03"	(13355.0 -12355.0)
14253.	"L01-L02"	(13456.0 -12355.0)
14254.	"L03-L04"	(13456.0 -12355.0)
14255.	"L02-L03"	(13645.0 -12355.0)
14256.	"L04-L05"	(13645.0 -12355.0)
14257.	"SMALL_PTH"	(13500.0 -12500.0)
14258.	"L09-L10"	(13230.0 -12230.0)
14259.	"L08-L09"	(13690.0 -12295.0)
14260.	"L08-L09"	(13295.0 -12310.0)
14261.	"L06-L07"	(13645.0 -12355.0)
14262.	"L06-L07"	(13355.0 -12355.0)
14263.	"L07-L08"	(13380.0 -12250.0)
14264.	"L06-L07"	(13645.0 -12645.0)
14265.	"L08-L09"	(13310.0 -12705.0)
14266.	"L09-L10"	(12770.0 -12230.0)
14267.	"L08-L09"	(12690.0 -12295.0)
14268.	"L07-L08"	(12750.0 -12380.0)
14269.	"L09-L10"	(12770.0 -12770.0)
14270.	"L08-L09"	(12705.0 -12685.0)
14271.	"L07-L08"	(12620.0 -12750.0)
14272.	"L09-L10"	(13230.0 -11770.0)
14273.	"SMALL_PTH"	(13500.0 -11500.0)
14274.	"L07-L08"	(13620.0 -11750.0)
14275.	"L07-L08"	(12620.0 -11750.0)
14276.	"L09-L10"	(12770.0 -11770.0)
14277.	"L02-L03"	(13355.0 -10645.0)
14278.	"L01-L02"	(13456.0 -10645.0)
14279.	"L03-L04"	(13456.0 -10645.0)
14280.	"L07-L08"	(13250.0 -10620.0)
14281.	"L06-L07"	(13355.0 -10645.0)
14282.	"L04-L05"	(13355.0 -10645.0)
14283.	"SMALL_PTH"	(13500.0 -10500.0)
